1.Time,2.Signal Value,3.Status,4.Value of Shift/Drift,5.Health Status,6.Date
1333,367.7243845596625,drift continue,,UnSafe Condition,2021-08-26
1334,361.1230965305545,drift continue,,UnSafe Condition,2021-08-27
1335,362.4775475642508,drift continue,,UnSafe Condition,2021-08-28
1336,372.00802536325403,drift continue,,UnSafe Condition,2021-08-29
1337,368.80289781412245,drift continue,,UnSafe Condition,2021-08-30
1338,371.61923283582934,drift continue,,UnSafe Condition,2021-08-31
1339,364.3847926730789,drift continue,,UnSafe Condition,2021-09-01
1340,361.3446928349008,drift continue,,UnSafe Condition,2021-09-02
1341,364.2159439701077,drift continue,,UnSafe Condition,2021-09-03
1342,362.0441056841929,drift continue,,UnSafe Condition,2021-09-04
1343,369.7874994272499,drift continue,,UnSafe Condition,2021-09-05
1344,365.85656500031763,drift continue,,UnSafe Condition,2021-09-06
1345,376.0515819607576,drift continue,,UnSafe Condition,2021-09-07
1346,375.2416901857828,drift continue,,UnSafe Condition,2021-09-08
1347,378.0585953418319,drift continue,,UnSafe Condition,2021-09-09
1348,376.22276923904616,drift continue,,UnSafe Condition,2021-09-10
1349,365.5289038436197,drift continue,,UnSafe Condition,2021-09-11
1350,367.2886645434143,drift continue,,UnSafe Condition,2021-09-12
1351,371.7418329639223,drift continue,,UnSafe Condition,2021-09-13
1352,368.2970972675871,drift continue,,UnSafe Condition,2021-09-14
1353,370.94855197348573,drift continue,,UnSafe Condition,2021-09-15
1354,372.4355626404725,drift continue,,UnSafe Condition,2021-09-16
1355,372.51016902686905,drift continue,,UnSafe Condition,2021-09-17
1356,381.8360627721283,drift continue,,UnSafe Condition,2021-09-18
1357,370.3785572050979,drift continue,,UnSafe Condition,2021-09-19
1358,375.1417842903718,drift continue,,UnSafe Condition,2021-09-20
1359,380.0957335774955,drift continue,,UnSafe Condition,2021-09-21
1360,369.5242497360563,drift continue,,UnSafe Condition,2021-09-22
1361,374.406351524181,drift continue,,UnSafe Condition,2021-09-23
1362,381.00720014728597,drift continue,,UnSafe Condition,2021-09-24
1363,375.55935839143984,drift continue,,UnSafe Condition,2021-09-25
1364,376.8830732938762,drift continue,,UnSafe Condition,2021-09-26
1365,377.2990556341777,drift continue,,UnSafe Condition,2021-09-27
1366,372.2298826195864,drift continue,,UnSafe Condition,2021-09-28
1367,378.00673881775344,drift continue,,UnSafe Condition,2021-09-29
1368,380.3792855418019,drift continue,,UnSafe Condition,2021-09-30
1369,381.79164912123537,drift continue,,UnSafe Condition,2021-10-01
1370,378.2623325387133,drift continue,,UnSafe Condition,2021-10-02
1371,380.2062832482508,drift continue,,UnSafe Condition,2021-10-03
1372,381.09329039109366,drift continue,,UnSafe Condition,2021-10-04
1373,386.8036170320002,drift continue,,UnSafe Condition,2021-10-05
1374,376.45025188259405,drift continue,,UnSafe Condition,2021-10-06
1375,371.8960273034496,drift continue,,UnSafe Condition,2021-10-07
1376,375.0784243411522,drift continue,,UnSafe Condition,2021-10-08
1377,384.63560788700414,drift continue,,UnSafe Condition,2021-10-09
1378,377.6563849702166,drift continue,,UnSafe Condition,2021-10-10
1379,378.52032709022393,drift continue,,UnSafe Condition,2021-10-11
1380,384.50058725906547,drift continue,,UnSafe Condition,2021-10-12
1381,388.27417610403717,drift continue,,UnSafe Condition,2021-10-13
1382,382.4454090991938,drift continue,,UnSafe Condition,2021-10-14
1383,389.59622380598364,drift continue,,UnSafe Condition,2021-10-15
1384,386.534594741764,drift continue,,UnSafe Condition,2021-10-16
1385,385.84196205455686,drift continue,,UnSafe Condition,2021-10-17
1386,381.79249052023977,drift continue,,UnSafe Condition,2021-10-18
1387,391.5837841085826,shift Happend,17.05706790949321,UnSafe Condition,2021-10-19
1388,412.7942020506973,shift continue,,UnSafe Condition,2021-10-20
1389,412.0290228414386,shift continue,,UnSafe Condition,2021-10-21
1390,406.65465614014175,shift continue,,UnSafe Condition,2021-10-22
1391,403.5299836605183,shift continue,,UnSafe Condition,2021-10-23
1392,411.01164038578315,shift continue,,UnSafe Condition,2021-10-24
1393,410.8485202094792,shift continue,,UnSafe Condition,2021-10-25
1394,412.6436039291584,shift continue,,UnSafe Condition,2021-10-26
1395,407.55130844742683,shift continue,,UnSafe Condition,2021-10-27
1396,412.1098453117138,shift continue,,UnSafe Condition,2021-10-28
1397,407.9158217618065,shift continue,,UnSafe Condition,2021-10-29
1398,406.9367853858647,shift continue,,UnSafe Condition,2021-10-30
1399,404.20232253276197,shift continue,,UnSafe Condition,2021-10-31
1400,406.52450092178884,shift continue,,UnSafe Condition,2021-11-01
1401,412.7076801666988,shift continue,,UnSafe Condition,2021-11-02
1402,406.5290463482866,shift continue,,UnSafe Condition,2021-11-03
1403,409.09582778126793,shift continue,,UnSafe Condition,2021-11-04
1404,409.89595838348487,shift continue,,UnSafe Condition,2021-11-05
1405,407.9684705813874,shift continue,,UnSafe Condition,2021-11-06
1406,409.5264394474324,shift continue,,UnSafe Condition,2021-11-07
1407,404.79588350557736,shift continue,,UnSafe Condition,2021-11-08
1408,408.487487718868,shift continue,,UnSafe Condition,2021-11-09
1409,412.3973787921561,shift continue,,UnSafe Condition,2021-11-10
1410,408.7561098024986,shift continue,,UnSafe Condition,2021-11-11
1411,416.45313180234655,shift continue,,UnSafe Condition,2021-11-12
1412,405.22025528691887,shift continue,,UnSafe Condition,2021-11-13
1413,404.83908370862775,shift continue,,UnSafe Condition,2021-11-14
1414,409.81870775636435,shift continue,,UnSafe Condition,2021-11-15
1415,407.1531929750915,shift continue,,UnSafe Condition,2021-11-16
1416,408.36500115560546,shift continue,,UnSafe Condition,2021-11-17
1417,406.43962829376915,shift continue,,UnSafe Condition,2021-11-18
1418,402.4589047647034,shift continue,,UnSafe Condition,2021-11-19
1419,407.8787821744352,shift continue,,UnSafe Condition,2021-11-20
1420,411.5048615313079,shift continue,,UnSafe Condition,2021-11-21
1421,408.9601390138684,shift continue,,UnSafe Condition,2021-11-22
1422,417.01539217583877,shift continue,,UnSafe Condition,2021-11-23
1423,407.1150131571016,shift continue,,UnSafe Condition,2021-11-24
1424,411.0390671523946,shift continue,,UnSafe Condition,2021-11-25
1425,410.1366150996231,shift continue,,UnSafe Condition,2021-11-26
1426,404.9828722113542,shift continue,,UnSafe Condition,2021-11-27
1427,419.34395963050486,shift continue,,UnSafe Condition,2021-11-28
1428,406.59098204832816,shift continue,,UnSafe Condition,2021-11-29
1429,413.2220011183426,shift continue,,UnSafe Condition,2021-11-30
1430,399.6458557946544,shift continue,,UnSafe Condition,2021-12-01
1431,415.0990917515507,shift continue,,UnSafe Condition,2021-12-02
1432,404.56761166687414,shift continue,,UnSafe Condition,2021-12-03
1433,412.2188457663375,shift continue,,UnSafe Condition,2021-12-04
1434,409.22085467754715,shift continue,,UnSafe Condition,2021-12-05
1435,405.6765508955379,shift continue,,UnSafe Condition,2021-12-06
1436,406.85619280347845,shift continue,,UnSafe Condition,2021-12-07
1437,417.35783952135216,shift continue,,UnSafe Condition,2021-12-08
